anchor_left (0),anchor_right (100),clue,target,response_list,response_mean,difference,category,,,,,
Bad habit,Good habit,Skipping meals,24,"22, 27, 12, 10, 8",15.8,8.2,Subjective,,,,,
Bad habit,Good habit,Cold showers,76,"68, 71, 65, 72, 72",69.6,6.4,Subjective,,,,,
Bad habit,Good habit,Flossing,72,"70, 87, 88, 90, 88",84.6,12.6,Subjective,,,,,
Bad habit,Good habit,Short walks,58,"65, 82, 82, 85, 85",79.8,21.8,Subjective,,,,,
Bad habit,Good habit,Reading at night,48,"51, 69, 75, 72, 72",67.8,19.8,Subjective,,,,,
Bad habit,Good habit,Constant complaining,24,"13, 17, 8, 5, 5",9.6,14.4,Subjective,,,,,
Underpaid,Overpaid,Grocery cashier,15,"22, 24, 5, 8, 8",13.4,1.6,Subjective,,,,,
Underpaid,Overpaid,Hedge fund manager,77,"83, 89, 95, 95, 92",90.8,13.8,Subjective,,,,,
Underpaid,Overpaid,Motivational speaker,94,"73, 82, 72, 78, 72",75.4,18.6,Subjective,,,,,
Underpaid,Overpaid,Retail associate,15,"24, 18, 8, 8, 8",13.2,1.8,Subjective,,,,,
Underpaid,Overpaid,Farm laborer,0,"23, 9, 5, 5, 5",9.4,9.4,Subjective,,,,,
Underpaid,Overpaid,Insurance CEO,100,"100, 95, 92, 95, 92",94.8,5.2,Subjective,,,,,
Underpaid,Overpaid,Bartender,53,"48, 45, 18, 25, 25",32.2,20.8,Subjective,,,,,
Underpaid,Overpaid,Lawyer,61,"80, 84, 65, 72, 68",73.8,12.8,Subjective,,,,,
Underpaid,Overpaid,Tech billionaire,84,"99, 99, 97, 98, 95",97.6,13.6,Subjective,,,,,
Underpaid,Overpaid,Accountant,48,"50, 56, 52, 55, 52",53,5,Subjective,,,,,
Underpaid,Overpaid,Preschool teacher,31,"25, 24, 5, 5, 5",12.8,18.2,Subjective,,,,,
Underpaid,Overpaid,Crypto bro,99,"100, 93, 85, 85, 85",89.6,9.4,Subjective,,,,,
Underpaid,Overpaid,Music producer,78,"90, 88, 62, 62, 62",72.8,5.2,Subjective,,,,,
Underpaid,Overpaid,School teacher,39,"21, 15, 8, 8, 8",12,27,Subjective,,,,,
Underpaid,Overpaid,Influencer,86,"87, 92, 82, 82, 82",85,1,Subjective,,,,,
Underpaid,Overpaid,Fine dining waiter,67,"70, 74, 35, 45, 42",53.2,13.8,Subjective,,,,,
Underpaid,Overpaid,Government worker,49,"63, 63, 38, 42, 38",48.8,0.2,Subjective,,,,,
Underpaid,Overpaid,School bus driver,22,"21, 12, 10, 10, 10",12.6,9.4,Subjective,,,,,
Underpaid,Overpaid,Library aide,22,"18, 18, 8, 8, 8",12,10,Subjective,,,,,
Underpaid,Overpaid,Tenured professor,32,"39, 66, 60, 62, 58",57,25,Subjective,,,,,
Underpaid,Overpaid,Childcare worker,9,"21, 29, 5, 5, 5",13,4,Subjective,,,,,
Underpaid,Overpaid,Top YouTuber,81,"97, 94, 90, 90, 88",91.8,10.8,Subjective,,,,,
Underpaid,Overpaid,Social worker,34,"23, 43, 8, 8, 5",17.4,16.6,Subjective,,,,,
Underpaid,Overpaid,Delivery driver,17,"13, 19, 12, 12, 12",13.6,3.4,Subjective,,,,,
Underpaid,Overpaid,Housemaid,19,"15, 61, 5, 5, 5",18.2,0.8,Subjective,,,,,
Underpaid,Overpaid,Tech executive,75,"80, 90, 92, 90, 88",88,13,Subjective,,,,,
Underpaid,Overpaid,Police officer,38,"43, 51, 35, 30, 28",37.4,0.6,Subjective,,,,,
Underpaid,Overpaid,Professional golfer,80,"85, 77, 85, 85, 82",82.8,2.8,Subjective,,,,,
Underpaid,Overpaid,Landscaper,22,"33, 36, 12, 12, 12",21,1,Subjective,,,,,
Underpaid,Overpaid,Postal worker,27,"29, 27, 30, 25, 25",27.2,0.2,Subjective,,,,,
Underpaid,Overpaid,Surgeon,67,"79, 86, 62, 68, 62",71.4,4.4,Subjective,,,,,
Underpaid,Overpaid,Marketing manager,60,"66, 58, 55, 58, 55",58.4,1.6,Subjective,,,,,
Underpaid,Overpaid,Dentist,60,"83, 82, 65, 65, 62",71.4,11.4,Subjective,,,,,
Underpaid,Overpaid,Fast food worker,0,"18, 17, 5, 5, 5",10,10,Subjective,,,,,
Underpaid,Overpaid,Finance manager,61,"73, 75, 60, 65, 62",67,6,Subjective,,,,,
Underpaid,Overpaid,NFL Player,93,"96, 94, 90, 88, 88",91.2,1.8,Subjective,,,,,
Underpaid,Overpaid,Firefighter,34,"40, 39, 10, 12, 10",22.2,11.8,Subjective,,,,,
Underpaid,Overpaid,Janitor,10,"15, 22, 5, 8, 5",11,1,Subjective,,,,,
Underpaid,Overpaid,Judge,87,"92, 79, 58, 62, 58",69.8,17.2,Subjective,,,,,
Underpaid,Overpaid,Warehouse worker,16,"24, 31, 8, 10, 10",16.6,0.6,Subjective,,,,,
Underpaid,Overpaid,Sports agent,75,"85, 79, 82, 82, 78",81.2,6.2,Subjective,,,,,
Underpaid,Overpaid,Chiropractor,47,"74, 68, 65, 68, 62",67.4,20.4,Subjective,,,,,
Underpaid,Overpaid,Dishwasher,12,"18, 15, 3, 5, 5",9.2,2.8,Subjective,,,,,
Underpaid,Overpaid,Reality TV star,93,"96, 89, 88, 85, 82",88,5,Subjective,,,,,
Underpaid,Overpaid,Celebrity chef,79,"98, 85, 78, 82, 78",84.2,5.2,Subjective,,,,,
Underpaid,Overpaid,Professional athlete,77,"97, 82, 88, 88, 85",88,11,Subjective,,,,,
Underpaid,Overpaid,TV personality,79,"95, 90, 85, 85, 82",87.4,8.4,Subjective,,,,,
Underpaid,Overpaid,Movie star,79,"97, 94, 90, 90, 88",91.8,12.8,Subjective,,,,,
Underpaid,Overpaid,Customer service,28,"12, 23, 10, 10, 8",12.6,15.4,Subjective,,,,,
Underpaid,Overpaid,Bouncer,47,"39, 39, 15, 18, 15",25.2,21.8,Subjective,,,,,
Boring,Exciting,Watching grass grow,26,"4, 1, 2, 1, 2",2,24,Subjective,,,,,
Boring,Exciting,Movie night,44,"72, 70, 62, 62, 65",66.2,22.2,Subjective,,,,,
Boring,Exciting,Crazy night out,92,"96, 89, 90, 90, 90",91,1,Subjective,,,,,
Boring,Exciting,DMV line,5,"1, 10, 3, 3, 3",4,1,Subjective,,,,,
Boring,Exciting,Concert,83,"85, 82, 88, 85, 85",85,2,Subjective,,,,,
Boring,Exciting,Waiting room,1,"11, 21, 5, 5, 5",9.4,8.4,Subjective,,,,,
Boring,Exciting,Road trip,52,"70, 65, 72, 75, 78",72,20,Subjective,,,,,
Boring,Exciting,Standing in line,10,"14, 13, 5, 5, 5",8.4,1.6,Subjective,,,,,
Boring,Exciting,Watching videos,70,"66, 55, 45, 45, 48",51.8,18.2,Subjective,,,,,
Boring,Exciting,Volcano hike,96,"65, 77, 85, 88, 88",80.6,15.4,Subjective,,,,,
Boring,Exciting,Skydiving,77,"90, 95, 95, 97, 95",94.4,17.4,Subjective,,,,,
Boring,Exciting,Long commute,6,"23, 26, 5, 5, 5",12.8,6.8,Subjective,,,,,
Boring,Exciting,Sorting junk mail,21,"39, 29, 3, 2, 3",15.2,5.8,Subjective,,,,,
Boring,Exciting,Watching paint dry,10,"1, 3, 1, 1, 2",1.6,8.4,Subjective,,,,,
Boring,Exciting,Filing paperwork,19,"17, 9, 5, 3, 5",7.8,11.2,Subjective,,,,,
Boring,Exciting,Folding laundry,32,"20, 22, 10, 5, 8",13,19,Subjective,,,,,
Boring,Exciting,Museum visit,41,"43, 39, 48, 48, 48",45.2,4.2,Subjective,,,,,
Boring,Exciting,Camping trip,56,"69, 65, 68, 72, 72",69.2,13.2,Subjective,,,,,
Boring,Exciting,Theme park,62,"73, 73, 88, 88, 88",82,20,Subjective,,,,,
Boring,Exciting,Terms of service,35,"3, 2, 2, 2, 3",2.4,32.6,Subjective,,,,,
Boring,Exciting,Championship game,94,"75, 7, 90, 92, 92",71.2,22.8,Subjective,,,,,
Boring,Exciting,Bungee jumping,86,"95, 88, 95, 95, 92",93,7,Subjective,,,,,
Boring,Exciting,Power walking,40,"30, 20, 25, 20, 22",23.4,16.6,Subjective,,,,,
Boring,Exciting,Grand prix,94,"88, 80, 88, 90, 88",86.8,7.2,Subjective,,,,,
Boring,Exciting,Stand-up show,65,"69, 66, 78, 78, 78",73.8,8.8,Subjective,,,,,
Boring,Exciting,Doomscrolling,55,"50, 41, 15, 15, 18",27.8,27.2,Subjective,,,,,
Boring,Exciting,Tax filing,7,"11, 12, 3, 3, 3",6.4,0.6,Subjective,,,,,
Boring,Exciting,Attending lecture,32,"48, 35, 22, 18, 18",28.2,3.8,Subjective,,,,,
Boring,Exciting,Comedy show,56,"61, 69, 78, 78, 78",72.8,16.8,Subjective,,,,,
Boring,Exciting,Wingsuit flying,99,"89, 89, 97, 97, 95",93.4,5.6,Subjective,,,,,
Boring,Exciting,Spam emails,7,"18, 10, 2, 2, 2",6.8,0.2,Subjective,,,,,
Boring,Exciting,Office job,22,"29, 24, 15, 12, 12",18.4,3.6,Subjective,,,,,
Boring,Exciting,World Cup final,99,"78, 83, 95, 95, 95",89.2,9.8,Subjective,,,,,
Boring,Exciting,Casual hiking,40,"70, 72, 52, 48, 52",58.8,18.8,Subjective,,,,,
Boring,Exciting,Mountain climbing,79,"69, 85, 82, 85, 82",80.6,1.6,Subjective,,,,,
Boring,Exciting,On hold,30,"6, 5, 3, 2, 3",3.8,26.2,Subjective,,,,,
Boring,Exciting,Paragliding,84,"88, 91, 90, 92, 92",90.6,6.6,Subjective,,,,,
Boring,Exciting,Sports game,58,"76, 79, 72, 75, 72",74.8,16.8,Subjective,,,,,
Boring,Exciting,Skiing,80,"78, 74, 78, 82, 82",78.8,1.2,Subjective,,,,,
Boring,Exciting,Lunch break,38,"42, 52, 25, 30, 28",35.4,2.6,Subjective,,,,,
Boring,Exciting,Board game night,40,"78, 67, 58, 58, 62",64.6,24.6,Subjective,,,,,
Boring,Exciting,Carnival,48,"83, 73, 82, 82, 82",80.4,32.4,Subjective,,,,,
Boring,Exciting,Improv class,59,"63, 47, 70, 72, 72",64.8,5.8,Subjective,,,,,
Boring,Exciting,Bar hopping,80,"74, 75, 75, 78, 78",76,4,Subjective,,,,,
Boring,Exciting,Rage room,80,"82, 79, 82, 82, 82",81.4,1.4,Subjective,,,,,
Boring,Exciting,Traffic jam,29,"12, 9, 3, 3, 3",6,23,Subjective,,,,,
Boring,Exciting,First date,67,"85, 81, 72, 78, 78",78.8,11.8,Subjective,,,,,
Boring,Exciting,Shark diving,98,"80, 85, 95, 95, 92",89.4,8.6,Subjective,,,,,
Boring,Exciting,Escape room,46,"77, 74, 82, 82, 82",79.4,33.4,Subjective,,,,,
Boring,Exciting,Sitting in elevator,8,"13, 15, 5, 5, 5",8.6,0.6,Subjective,,,,,
Useless major,Useful major,Political science,36,"40, 45, 38, 42, 38",40.6,4.6,Subjective,,,,,
Useless major,Useful major,Dropped out,2,"0, 0, 15, 15, 15",9,7,Subjective,,,,,
Useless major,Useful major,Computer science,79,"85, 82, 92, 92, 92",88.6,9.6,Subjective,,,,,
Useless major,Useful major,Film studies,23,"13, 17, 18, 22, 18",17.6,5.4,Subjective,,,,,
Useless major,Useful major,Statistics,77,"86, 85, 82, 85, 82",84,7,Subjective,,,,,
Useless major,Useful major,Education,66,"74, 51, 62, 68, 65",64,2,Subjective,,,,,
Useless major,Useful major,International relations,43,"53, 55, 35, 42, 38",44.6,1.6,Subjective,,,,,
Useless major,Useful major,Comparative literature,19,"27, 21, 15, 15, 15",18.6,0.4,Subjective,,,,,
Useless major,Useful major,Biochemistry,61,"79, 89, 85, 82, 78",82.6,21.6,Subjective,,,,,
Useless major,Useful major,Environmental studies,47,"43, 25, 45, 40, 42",39,8,Subjective,,,,,
Useless major,Useful major,Public health,61,"62, 20, 78, 72, 72",60.8,0.2,Subjective,,,,,
Useless major,Useful major,Pharmacy,85,"79, 81, 90, 88, 85",84.6,0.4,Subjective,,,,,
Useless major,Useful major,Healthcare admin,69,"75, 75, 75, 75, 75",75,6,Subjective,,,,,
Useless major,Useful major,Philosophy,33,"65, 11, 18, 22, 18",26.8,6.2,Subjective,,,,,
Useless major,Useful major,Fine arts,24,"32, 27, 15, 15, 15",20.8,3.2,Subjective,,,,,
Useless major,Useful major,Mechanical engineering,77,"79, 92, 90, 92, 90",88.6,11.6,Subjective,,,,,
Useless major,Useful major,Art history,13,"28, 14, 12, 12, 12",15.6,2.6,Subjective,,,,,
Useless major,Useful major,Medieval history,12,"3, 5, 10, 10, 10",7.6,4.4,Subjective,,,,,
Useless major,Useful major,Communications,37,"57, 55, 32, 35, 35",42.8,5.8,Subjective,,,,,
Useless major,Useful major,Pilates,17,"10, 8, 5, 15, 12",10,7,Subjective,,,,,
Useless major,Useful major,Basket weaving,7,"10, 1, 3, 3, 5",4.4,2.6,Subjective,,,,,
Useless major,Useful major,Data analytics,64,"89, 95, 88, 88, 88",89.6,25.6,Subjective,,,,,
Useless major,Useful major,Folklore,23,"15, 3, 8, 8, 8",8.4,14.6,Subjective,,,,,
Useless major,Useful major,Linguistics,35,"44, 17, 30, 28, 28",29.4,5.6,Subjective,,,,,
Useless major,Useful major,Civil engineering,73,"88, 91, 90, 90, 88",89.4,16.4,Subjective,,,,,
Useless major,Useful major,Music theory,31,"40, 31, 15, 15, 15",23.2,7.8,Subjective,,,,,
Useless major,Useful major,Software engineering,80,"82, 93, 95, 95, 92",91.4,11.4,Subjective,,,,,
Useless major,Useful major,Marketing,57,"78, 88, 50, 52, 52",64,7,Subjective,,,,,
Useless major,Useful major,Journalism,38,"55, 61, 28, 32, 32",41.6,3.6,Subjective,,,,,
Useless major,Useful major,Law,88,"73, 85, 82, 82, 78",80,8,Subjective,,,,,
Useless major,Useful major,Sociology,35,"33, 49, 28, 28, 28",33.2,1.8,Subjective,,,,,
Useless major,Useful major,Photography,32,"33, 53, 18, 22, 18",28.8,3.2,Subjective,,,,,
Useless major,Useful major,Supply chain,69,"69, 62, 80, 78, 78",73.4,4.4,Subjective,,,,,
Useless major,Useful major,Public policy,47,"28, 39, 52, 48, 45",42.4,4.6,Subjective,,,,,
Useless major,Useful major,Nursing,83,"90, 91, 92, 95, 92",92,9,Subjective,,,,,
Useless major,Useful major,Social work,66,"35, 44, 38, 55, 55",45.4,20.6,Subjective,,,,,
Useless major,Useful major,Information systems,62,"85, 89, 82, 82, 82",84,22,Subjective,,,,,
Useless major,Useful major,Religious studies,34,"30, 19, 10, 12, 10",16.2,17.8,Subjective,,,,,
Useless major,Useful major,Theater performance,28,"30, 27, 10, 12, 12",18.2,9.8,Subjective,,,,,
Useless major,Useful major,Physical therapy,85,"45, 53, 78, 82, 82",68,17,Subjective,,,,,
Useless major,Useful major,Kinesiology,65,"51, 63, 45, 55, 55",53.8,11.2,Subjective,,,,,
Useless major,Useful major,Cultural anthropology,35,"23, 38, 12, 15, 15",20.6,14.4,Subjective,,,,,
Useless major,Useful major,Psychology,43,"77, 85, 42, 48, 48",60,17,Subjective,,,,,
Useless major,Useful major,Medicine,86,"92, 89, 95, 97, 95",93.6,7.6,Subjective,,,,,
Useless major,Useful major,Classical studies,22,"24, 29, 10, 10, 10",16.6,5.4,Subjective,,,,,
Useless major,Useful major,Interpretive dance,1,"19, 15, 3, 5, 5",9.4,8.4,Subjective,,,,,
Useless major,Useful major,Accounting,68,"70, 88, 88, 88, 85",83.8,15.8,Subjective,,,,,
Useless major,Useful major,Pre-med,86,"83, 81, 88, 88, 85",85,1,Subjective,,,,,
Useless major,Useful major,Biomedical engineering,95,"90, 89, 92, 92, 90",90.6,4.4,Subjective,,,,,
Useless major,Useful major,Electrical engineering,71,"87, 90, 90, 92, 90",89.8,18.8,Subjective,,,,,
Small talk,Heavy topic,Moral dilemmas,55,"63, 72, 85, 88, 88",79.2,24.2,Subjective,,,,,
Small talk,Heavy topic,Euthanasia,79,"77, 90, 92, 95, 95",89.8,10.8,Subjective,,,,,
Small talk,Heavy topic,Breakup,47,"84, 94, 72, 78, 72",80,33,Subjective,,,,,
Small talk,Heavy topic,Nice weather,2,"10, 14, 5, 3, 5",7.4,5.4,Subjective,,,,,
Small talk,Heavy topic,Childhood memories,36,"33, 44, 42, 42, 42",40.6,4.6,Subjective,,,,,
Small talk,Heavy topic,Racial justice,98,"94, 85, 88, 92, 88",89.4,8.6,Subjective,,,,,
Small talk,Heavy topic,Workout routine,13,"20, 32, 18, 15, 18",20.6,7.6,Subjective,,,,,
Small talk,Heavy topic,Seen any shows,20,"11, 16, 8, 5, 8",9.6,10.4,Subjective,,,,,
Small talk,Heavy topic,Coffee order,21,"5, 15, 5, 3, 5",6.6,14.4,Subjective,,,,,
Small talk,Heavy topic,Political views,62,"90, 89, 82, 82, 82",85,23,Subjective,,,,,
Small talk,Heavy topic,Weekend plans,14,"15, 13, 8, 5, 8",9.8,4.2,Subjective,,,,,
Small talk,Heavy topic,Death of a child,92,"100, 96, 98, 99, 98",98.2,6.2,Subjective,,,,,
Small talk,Heavy topic,Job change,41,"63, 38, 45, 45, 42",46.6,5.6,Subjective,,,,,
Small talk,Heavy topic,Sports score,14,"11, 10, 10, 5, 8",8.8,5.2,Subjective,,,,,
Small talk,Heavy topic,Diet,58,"49, 50, 30, 22, 22",34.6,23.4,Subjective,,,,,
Small talk,Heavy topic,Afterlife,95,"79, 85, 85, 88, 88",85,10,Subjective,,,,,
Small talk,Heavy topic,Terminal diagnosis,90,"90, 97, 95, 97, 95",94.8,4.8,Subjective,,,,,
Small talk,Heavy topic,Abortion rights,79,"85, 90, 90, 92, 92",89.8,10.8,Subjective,,,,,
Small talk,Heavy topic,Career dreams,31,"42, 30, 45, 40, 38",39,8,Subjective,,,,,
Small talk,Heavy topic,Dating life,32,"69, 59, 35, 30, 32",45,13,Subjective,,,,,
Small talk,Heavy topic,Any trips coming,24,"33, 14, 8, 5, 8",13.6,10.4,Subjective,,,,,
Small talk,Heavy topic,Family dynamics,39,"61, 24, 60, 58, 62",53,14,Subjective,,,,,
Small talk,Heavy topic,Life goals,34,"53, 39, 62, 55, 55",52.8,18.8,Subjective,,,,,
Small talk,Heavy topic,Holiday plans,27,"23, 21, 10, 8, 10",14.4,12.6,Subjective,,,,,
Small talk,Heavy topic,Lunch plans,22,"21, 8, 5, 3, 5",8.4,13.6,Subjective,,,,,
Small talk,Heavy topic,Climate anxiety,55,"77, 85, 82, 82, 78",80.8,25.8,Subjective,,,,,
Small talk,Heavy topic,Purpose of existence,95,"88, 90, 95, 95, 92",92,3,Subjective,,,,,
Small talk,Heavy topic,Genocide,88,"95, 99, 98, 99, 98",97.8,9.8,Subjective,,,,,
Small talk,Heavy topic,How was your day,18,"25, 4, 5, 5, 5",8.8,9.2,Subjective,,,,,
Small talk,Heavy topic,Parenting styles,39,"54, 42, 55, 52, 48",50.2,11.2,Subjective,,,,,
Small talk,Heavy topic,Life regrets,55,"90, 93, 78, 78, 78",83.4,28.4,Subjective,,,,,
Small talk,Heavy topic,Mental health crisis,80,"97, 96, 92, 92, 92",93.8,13.8,Subjective,,,,,
Small talk,Heavy topic,Suicide,83,"100, 98, 98, 99, 98",98.6,15.6,Subjective,,,,,
Small talk,Heavy topic,Wealth inequality,66,"70, 84, 85, 85, 82",81.2,15.2,Subjective,,,,,
Small talk,Heavy topic,War and peace,77,"80, 80, 90, 90, 88",85.6,8.6,Subjective,,,,,
Small talk,Heavy topic,Major life choices,38,"72, 65, 72, 75, 75",71.8,33.8,Subjective,,,,,
Small talk,Heavy topic,Work frustrations,31,"49, 45, 35, 35, 35",39.8,8.8,Subjective,,,,,
Small talk,Heavy topic,Local events,27,"27, 26, 10, 10, 12",17,10,Subjective,,,,,
Small talk,Heavy topic,Religious beliefs,49,"68, 73, 80, 82, 82",77,28,Subjective,,,,,
Small talk,Heavy topic,Immigration,72,"88, 82, 82, 80, 78",82,10,Subjective,,,,,
Small talk,Heavy topic,Traffic today,9,"13, 12, 5, 3, 5",7.6,1.4,Subjective,,,,,
Small talk,Heavy topic,Like your shirt,3,"7, 7, 3, 2, 3",4.4,1.4,Subjective,,,,,
Small talk,Heavy topic,Favorite movie,24,"13, 19, 15, 10, 12",13.8,10.2,Subjective,,,,,
Small talk,Heavy topic,Grief,41,"88, 94, 90, 92, 92",91.2,50.2,Subjective,,,,,
Small talk,Heavy topic,Dream vacation,29,"14, 14, 15, 12, 15",14,15,Subjective,,,,,
Small talk,Heavy topic,Capital punishment,78,"90, 88, 90, 92, 92",90.4,12.4,Subjective,,,,,
Small talk,Heavy topic,Favorite foods,21,"18, 12, 8, 5, 8",10.2,10.8,Subjective,,,,,
Small talk,Heavy topic,Meaning of life,93,"83, 79, 95, 95, 92",88.8,4.2,Subjective,,,,,
Small talk,Heavy topic,End of life,75,"89, 84, 95, 95, 95",91.6,16.6,Subjective,,,,,
Small talk,Heavy topic,Work going well,26,"21, 21, 12, 10, 10",14.8,11.2,Subjective,,,,,
Niche fandom,Mainstream fandom,K-pop,78,"83, 80, 65, 62, 62",70.4,7.6,Subjective,,,,,
Niche fandom,Mainstream fandom,UFC,67,"70, 72, 62, 55, 55",62.8,4.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Pop music,81,"78, 85, 90, 95, 92",88,7,Subjective,,,,,
Niche fandom,Mainstream fandom,Thrifting,66,"70, 46, 35, 35, 35",44.2,21.8,Subjective,,,,,
Niche fandom,Mainstream fandom,Soccer,17,"93, 90, 85, 88, 85",88.2,71.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Horror films,56,"69, 74, 45, 55, 55",59.6,3.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Furry art,5,"10, 21, 5, 5, 5",9.2,4.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Netflix shows,88,"76, 80, 88, 90, 88",84.4,3.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Pickleball,69,"65, 70, 58, 45, 42",56,13,Subjective,,,,,
Niche fandom,Mainstream fandom,Sci-fi shows,48,"53, 51, 40, 48, 45",47.4,0.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Gaming,92,"95, 98, 72, 75, 72",82.4,9.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Basketball,,"84, 90, 82, 85, 82",84.6,84.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Indie films,34,"51, 37, 25, 22, 18",30.6,3.4,Subjective,,,,,
Niche fandom,Mainstream fandom,Taylor Swift,93,"88, 93, 92, 92, 92",91.4,1.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Stock market,63,"57, 64, 55, 55, 55",57.2,5.8,Subjective,,,,,
Niche fandom,Mainstream fandom,Harry Potter,63,"55, 84, 85, 88, 85",79.4,16.4,Subjective,,,,,
Niche fandom,Mainstream fandom,Cosplay,26,"32, 30, 20, 18, 18",23.6,2.4,Subjective,,,,,
Niche fandom,Mainstream fandom,NFL,85,"93, 88, 90, 90, 88",89.8,4.8,Subjective,,,,,
Niche fandom,Mainstream fandom,Podcasts,45,"64, 49, 65, 68, 65",62.2,17.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Country music,,"55, 38, 62, 62, 58",55,55,Subjective,,,,,
Niche fandom,Mainstream fandom,Superhero films,71,"75, 70, 88, 85, 82",80,9,Subjective,,,,,
Niche fandom,Mainstream fandom,Knitting,23,"35, 29, 18, 15, 15",22.4,0.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Rock music,61,"68, 55, 68, 72, 72",67,6,Subjective,,,,,
Niche fandom,Mainstream fandom,Board games,70,"75, 48, 25, 32, 32",42.4,27.6,Subjective,,,,,
Niche fandom,Mainstream fandom,E-sports,23,"33, 45, 35, 35, 35",36.6,13.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Documentaries,50,"45, 42, 50, 58, 55",50,0,Subjective,,,,,
Niche fandom,Mainstream fandom,Celebrity gossip,75,"60, 69, 80, 82, 78",73.8,1.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Anime,65,"70, 72, 55, 48, 45",58,7,Subjective,,,,,
Niche fandom,Mainstream fandom,Trinket collecting,,"80, 69, 10, 10, 8",35.4,35.4,Subjective,,,,,
Niche fandom,Mainstream fandom,Car meets,43,"55, 33, 25, 22, 22",31.4,11.6,Subjective,,,,,
Niche fandom,Mainstream fandom,Star Wars,67,"68, 70, 82, 82, 82",76.8,9.8,Subjective,,,,,
Niche fandom,Mainstream fandom,Live action role playing,6,"15, 15, 8, 8, 8",10.8,4.8,Subjective,,,,,
Niche fandom,Mainstream fandom,Reality TV,73,"70, 44, 85, 82, 78",71.8,1.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Hockey,64,"66, 68, 55, 52, 52",58.6,5.4,Subjective,,,,,
Niche fandom,Mainstream fandom,True crime,58,"59, 62, 75, 72, 68",67.2,9.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Hollywood films,91,"73, 78, 92, 92, 90",85,6,Subjective,,,,,
Niche fandom,Mainstream fandom,Comic books,36,"70, 76, 40, 35, 35",51.2,15.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Disney,87,"84, 93, 90, 92, 88",89.4,2.4,Subjective,,,,,
Niche fandom,Mainstream fandom,Speedrunning,15,"32, 30, 10, 10, 10",18.4,3.4,Subjective,,,,,
Niche fandom,Mainstream fandom,Music concerts,77,"90, 87, 78, 82, 78",83,6,Subjective,,,,,
Niche fandom,Mainstream fandom,Puppet theater,11,"20, 19, 5, 5, 5",10.8,0.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Pro wrestling,38,"35, 28, 48, 42, 38",38.2,0.2,Subjective,,,,,
Niche fandom,Mainstream fandom,Olympics,89,"55, 38, 82, 85, 85",69,20,Subjective,,,,,
Niche fandom,Mainstream fandom,Card gaming,23,"67, 45, 22, 25, 25",36.8,13.8,Subjective,,,,,
Niche fandom,Mainstream fandom,Cooking shows,65,"60, 64, 65, 72, 68",65.8,0.8,Subjective,,,,,
Niche fandom,Mainstream fandom,Health and fitness,73,"80, 85, 75, 78, 72",78,5,Subjective,,,,,
Niche fandom,Mainstream fandom,Pokemon,67,"70, 73, 65, 68, 68",68.8,1.8,Subjective,,,,,
Niche fandom,Mainstream fandom,Marvel,79,"80, 76, 90, 88, 88",84.4,5.4,Subjective,,,,,
Niche fandom,Mainstream fandom,Pop culture,76,"79, 84, 88, 92, 90",86.6,10.6,Subjective,,,,,
Niche fandom,Mainstream fandom,NBA,80,"86, 82, 85, 88, 85",85.2,5.2,Subjective,,,,,
Unpopular activity,Popular activity,Fantasy novels,43,"90, 29, 35, 42, 42",47.6,4.6,Subjective,,,,,
Unpopular activity,Popular activity,Beekeeping,15,"5, 3, 10, 10, 10",7.6,7.4,Subjective,,,,,
Unpopular activity,Popular activity,Web browsing,91,"95, 95, 90, 90, 88",91.6,0.6,Subjective,,,,,
Unpopular activity,Popular activity,Log rolling,8,"11, 4, 3, 5, 5",5.6,2.4,Subjective,,,,,
Unpopular activity,Popular activity,Cooking,72,"78, 92, 78, 82, 82",82.4,10.4,Subjective,,,,,
Unpopular activity,Popular activity,Falconry,7,"3, 7, 5, 3, 5",4.6,2.4,Subjective,,,,,
Unpopular activity,Popular activity,TV watching,90,"88, 88, 92, 92, 92",90.4,0.4,Subjective,,,,,
Unpopular activity,Popular activity,Blacksmithing,12,"14, 9, 5, 8, 8",8.8,3.2,Subjective,,,,,
Unpopular activity,Popular activity,Hiking,52,"73, 77, 70, 72, 72",72.8,20.8,Subjective,,,,,
Unpopular activity,Popular activity,Sword swallowing,4,"11, 3, 2, 2, 3",4.2,0.2,Subjective,,,,,
Unpopular activity,Popular activity,Social media,93,"88, 88, 95, 92, 92",91,2,Subjective,,,,,
Unpopular activity,Popular activity,Diving,33,"28, 20, 25, 32, 35",28,5,Subjective,,,,,
